particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance
Net settlement  for  NSE-Equity with settlement number: 2019066,2019-04-04,NSE-EQ - Z,Book Voucher,20221.412671,0.000000,171471.723181
MF Redemption for ZH5597 STT-NO: 1920004,2019-04-05,STARMF - Z,Book Voucher,0.000000,132154.500000,303626.223181
MF DP charges for ZH5597 STT-NO: 1920004,2019-04-05,STARMF - Z,Journal Entry,6.490000,0.000000,303619.733181
Net settlement  for  NSE-Equity with settlement number: 2019068,2019-04-08,NSE-EQ - Z,Book Voucher,98239.817467,0.000000,205379.915714
Payout of 100000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-04-08,2019-04-08,NSE-EQ - Z,Bank Payments,100000.000000,0.000000,105379.915714
Net settlement  for  NSE-Equity with settlement number: 2019069,2019-04-09,NSE-EQ - Z,Book Voucher,926.575983,0.000000,104453.339731
Net settlement  for  NSE-Equity with settlement number: 2019070,2019-04-10,NSE-EQ - Z,Book Voucher,56209.905805,0.000000,48243.433926
AMCMF purchase by ZH5597 on 1920008,2019-04-10,STARMF - Z,Book Voucher,25000.000000,0.000000,23243.433926
MF Redemption for ZH5597 STT-NO: 1920008,2019-04-11,STARMF - Z,Book Voucher,0.000000,105850.400000,129093.833926
MF DP charges for ZH5597 STT-NO: 1920008,2019-04-11,STARMF - Z,Journal Entry,6.490000,0.000000,129087.343926
Net settlement  for  NSE-Equity with settlement number: 2019071,2019-04-11,NSE-EQ - Z,Book Voucher,61025.239379,0.000000,68062.104547
Net settlement  for  NSE-Equity with settlement number: 2019072,2019-04-12,NSE-EQ - Z,Book Voucher,20141.407123,0.000000,47920.697424
Net settlement  for  NSE-Equity with settlement number: 2019073,2019-04-15,NSE-EQ - Z,Book Voucher,0.000000,46035.792203,93956.489627
MF Redemption for ZH5597 STT-NO: 1920011,2019-04-16,STARMF - Z,Book Voucher,0.000000,162577.460000,256533.949627
MF DP charges for ZH5597 STT-NO: 1920011,2019-04-16,STARMF - Z,Journal Entry,6.490000,0.000000,256527.459627
Net settlement  for  NSE-Equity with settlement number: 2019074,2019-04-16,NSE-EQ - Z,Book Voucher,0.000000,289857.365069,546384.824696
Payout of 200000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-04-16,2019-04-16,NSE-EQ - Z,Bank Payments,200000.000000,0.000000,346384.824696
DP Charges for 15/04/2019,2019-04-18,NSE-EQ - Z,Journal Entry,15.930000,0.000000,346368.894696
DP Charges for 15/04/2019,2019-04-18,NSE-EQ - Z,Journal Entry,15.930000,0.000000,346352.964696
Net settlement  for  NSE-Equity with settlement number: 2019076,2019-04-22,NSE-EQ - Z,Book Voucher,0.000000,123342.425272,469695.389968
DP Charges for 16/04/2019,2019-04-22,NSE-EQ - Z,Journal Entry,31.860000,0.000000,469663.529968
DP Charges for 16/04/2019,2019-04-22,NSE-EQ - Z,Journal Entry,15.930000,0.000000,469647.599968
DP Charges for 16/04/2019,2019-04-22,NSE-EQ - Z,Journal Entry,15.930000,0.000000,469631.669968
Payout of 50000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-04-20,2019-04-22,NSE-EQ - Z,Bank Payments,50000.000000,0.000000,419631.669968
Payout of 290000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-04-23,2019-04-23,NSE-EQ - Z,Bank Payments,290000.000000,0.000000,129631.669968
DP Charges for 22/04/2019,2019-04-24,NSE-EQ - Z,Journal Entry,15.930000,0.000000,129615.739968
DP Charges for 22/04/2019,2019-04-24,NSE-EQ - Z,Journal Entry,15.930000,0.000000,129599.809968
Payout of 129000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-04-25,2019-04-25,NSE-EQ - Z,Bank Payments,129000.000000,0.000000,599.809968
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 912406122644,2019-05-06,NSE-EQ - Z,Bank Receipts,0.000000,25000.000000,25599.809968
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 912709823852,2019-05-07,NSE-EQ - Z,Bank Receipts,0.000000,50000.000000,75599.809968
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 912709898998,2019-05-07,NSE-EQ - Z,Bank Receipts,0.000000,25000.000000,100599.809968
Net settlement  for  NSE-Equity with settlement number: 2019085,2019-05-07,NSE-EQ - Z,Book Voucher,75118.615717,0.000000,25481.194251
AMCMF purchase by ZH5597 on 1920026,2019-05-10,STARMF - Z,Book Voucher,25000.000000,0.000000,481.194251
Net settlement  for  NSE-Equity with settlement number: 2019093,2019-05-17,NSE-EQ - Z,Book Voucher,42044.924502,0.000000,-41563.730251
Net obligation for NSE Equity F&O,2019-05-17,NSE-F&O - Z,Book Voucher,652.647841,0.000000,-42216.378092
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 913705551946,2019-05-17,NSE-EQ - Z,Bank Receipts,0.000000,50000.000000,7783.621908
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 913913941320,2019-05-20,NSE-EQ - Z,Bank Receipts,0.000000,50000.000000,57783.621908
Net obligation for NSE Equity F&O,2019-05-22,NSE-F&O - Z,Book Voucher,5364.414592,0.000000,52419.207316
Net obligation for NSE Equity F&O,2019-05-23,NSE-F&O - Z,Book Voucher,25167.900729,0.000000,27251.306587
Span margin blocked for NSE F&O,2019-05-23,NSE-F&O - Z,Delivery Voucher,62221.000000,0.000000,-34969.693413
Exposure margin blocked for NSE F&O,2019-05-23,NSE-F&O - Z,Delivery Voucher,37181.830000,0.000000,-72151.523413
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 914308358059,2019-05-23,NSE-EQ - Z,Bank Receipts,0.000000,28000.000000,-44151.523413
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 914308296010,2019-05-23,NSE-EQ - Z,Bank Receipts,0.000000,50000.000000,5848.476587
Span margin reversed for NSE F&O,2019-05-24,NSE-F&O - Z,Delivery Voucher,0.000000,62221.000000,68069.476587
Exposure margin reversed for NSE F&O,2019-05-24,NSE-F&O - Z,Delivery Voucher,0.000000,37181.830000,105251.306587
Net obligation for NSE Equity F&O,2019-05-24,NSE-F&O - Z,Book Voucher,0.000000,12934.854837,118186.161424
Payout of 105000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-05-27,2019-05-27,NSE-EQ - Z,Bank Payments,105000.000000,0.000000,13186.161424
Net obligation for NSE Equity F&O,2019-06-11,NSE-F&O - Z,Book Voucher,0.000000,501.073975,13687.235399
Net settlement  for  NSE-Equity with settlement number: 2019112,2019-06-14,NSE-EQ - Z,Book Voucher,212576.738284,0.000000,-198889.502885
MF purchase by ZH5597 on 1920050,2019-06-14,STARMF - Z,Book Voucher,700000.000000,0.000000,-898889.502885
Funds added using payment gateway from ZH5597 with reference number 1730967785,2019-06-14,NSE-EQ - Z,Bank Receipts,0.000000,900000.000000,1110.497115
Being payment gateway charges debited for ZH5597,2019-06-14,NSE-EQ - Z,Journal Entry,10.620000,0.000000,1099.877115
MF purchase by ZH5597 on 1920051,2019-06-17,STARMF - Z,Book Voucher,50000.000000,0.000000,-48900.122885
Funds added using payment gateway from ZH5597 with reference number 1732667595,2019-06-17,NSE-EQ - Z,Bank Receipts,0.000000,450000.000000,401099.877115
Being payment gateway charges debited for ZH5597,2019-06-17,NSE-EQ - Z,Journal Entry,10.620000,0.000000,401089.257115
Net obligation for NSE Equity F&O,2019-06-19,NSE-F&O - Z,Book Voucher,179.921493,0.000000,400909.335622
Span margin blocked for NSE F&O,2019-06-19,NSE-F&O - Z,Delivery Voucher,107675.000000,0.000000,293234.335622
Exposure margin blocked for NSE F&O,2019-06-19,NSE-F&O - Z,Delivery Voucher,71893.060000,0.000000,221341.275622
Net settlement  for  NSE-Equity with settlement number: 2019115,2019-06-19,NSE-EQ - Z,Book Voucher,0.000000,40676.164266,262017.439888
MF purchase by ZH5597 on 1920054,2019-06-20,STARMF - Z,Book Voucher,50000.000000,0.000000,212017.439888
MF purchase by ZH5597 on 1920054,2019-06-20,STARMF - Z,Book Voucher,300000.000000,0.000000,-87982.560112
Span margin reversed for NSE F&O,2019-06-20,NSE-F&O - Z,Delivery Voucher,0.000000,107675.000000,19692.439888
Exposure margin reversed for NSE F&O,2019-06-20,NSE-F&O - Z,Delivery Voucher,0.000000,71893.060000,91585.499888
Net obligation for NSE Equity F&O,2019-06-20,NSE-F&O - Z,Book Voucher,0.000000,9422.585997,101008.085885
Net obligation for NSE Equity F&O,2019-06-21,NSE-F&O - Z,Book Voucher,0.000000,63.845662,101071.931547
MF purchase by ZH5597 on 1920055,2019-06-21,STARMF - Z,Book Voucher,550000.000000,0.000000,-448928.068453
Funds added using payment gateway from ZH5597 with reference number 1735550696,2019-06-21,NSE-EQ - Z,Bank Receipts,0.000000,500000.000000,51071.931547
Being payment gateway charges debited for ZH5597,2019-06-21,NSE-EQ - Z,Journal Entry,10.620000,0.000000,51061.311547
DP Charges for 19/06/2019,2019-06-21,NSE-EQ - Z,Journal Entry,15.930000,0.000000,51045.381547
MF purchase by ZH5597 on 1920057,2019-06-25,STARMF - Z,Book Voucher,50000.000000,0.000000,1045.381547
Net settlement  for  NSE-Equity with settlement number: 2019122,2019-06-28,NSE-EQ - Z,Book Voucher,0.000000,111231.266072,112276.647619
Net obligation for NSE Equity F&O,2019-07-01,NSE-F&O - Z,Book Voucher,189.029573,0.000000,112087.618046
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 918208185830,2019-07-01,NSE-EQ - Z,Bank Receipts,0.000000,100000.000000,212087.618046
DP Charges for 28/06/2019,2019-07-02,NSE-EQ - Z,Journal Entry,15.930000,0.000000,212071.688046
Payout of 100000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-07-02,2019-07-02,NSE-EQ - Z,Bank Payments,100000.000000,0.000000,112071.688046
Net settlement  for  NSE-Equity with settlement number: 2019128,2019-07-08,NSE-EQ - Z,Book Voucher,61194.255330,0.000000,50877.432716
MF Redemption for ZH5597 STT-NO: 1920067,2019-07-10,STARMF - Z,Book Voucher,0.000000,155704.900000,206582.332716
Net settlement for  BSE-Equity with settlement number: 1920070,2019-07-10,BSE-EQ - Z,Book Voucher,150009.529307,0.000000,56572.803409
Funds added using payment gateway from ZH5597 with reference number 1750341204,2019-07-10,NSE-EQ - Z,Bank Receipts,0.000000,250000.000000,306572.803409
Being payment gateway charges debited for ZH5597,2019-07-10,NSE-EQ - Z,Journal Entry,10.620000,0.000000,306562.183409
Net settlement  for  NSE-Equity with settlement number: 2019130,2019-07-10,NSE-EQ - Z,Book Voucher,0.000000,18543.700786,325105.884195
Net obligation for NSE Equity F&O,2019-07-11,NSE-F&O - Z,Book Voucher,2319.173653,0.000000,322786.710542
MF Redemption for ZH5597 STT-NO: 1920069,2019-07-12,STARMF - Z,Book Voucher,0.000000,270525.000000,593311.710542
DP Charges for 10/07/2019,2019-07-12,NSE-EQ - Z,Journal Entry,15.930000,0.000000,593295.780542
DP Charges for 10/07/2019,2019-07-12,NSE-EQ - Z,Journal Entry,15.930000,0.000000,593279.850542
Net settlement  for  NSE-Equity with settlement number: 2019132,2019-07-12,NSE-EQ - Z,Book Voucher,447116.108086,0.000000,146163.742456
Net obligation for NSE Equity F&O,2019-07-15,NSE-F&O - Z,Book Voucher,0.000000,3842.938778,150006.681234
MF purchase by ZH5597 on 1920071,2019-07-15,STARMF - Z,Book Voucher,50000.000000,0.000000,100006.681234
Funds added using payment gateway from ZH5597 with reference number 1753444332,2019-07-15,NSE-EQ - Z,Bank Receipts,0.000000,170000.000000,270006.681234
Being payment gateway charges debited for ZH5597,2019-07-15,NSE-EQ - Z,Journal Entry,10.620000,0.000000,269996.061234
Net settlement  for  NSE-Equity with settlement number: 2019133,2019-07-15,NSE-EQ - Z,Book Voucher,0.000000,202662.920542,472658.981776
MF Redemption for ZH5597 STT-NO: 1920071,2019-07-16,STARMF - Z,Book Voucher,0.000000,270851.000000,743509.981776
DP Charges for 12/07/2019,2019-07-16,NSE-EQ - Z,Journal Entry,15.930000,0.000000,743494.051776
Payout of 537000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-07-16,2019-07-16,NSE-EQ - Z,Bank Payments,537000.000000,0.000000,206494.051776
DP Charges for 15/07/2019,2019-07-17,NSE-EQ - Z,Journal Entry,15.930000,0.000000,206478.121776
DP Charges for 15/07/2019,2019-07-17,NSE-EQ - Z,Journal Entry,15.930000,0.000000,206462.191776
Net settlement  for  NSE-Equity with settlement number: 2019135,2019-07-17,NSE-EQ - Z,Book Voucher,0.000000,458662.176707,665124.368483
Net obligation for NSE Equity F&O,2019-07-18,NSE-F&O - Z,Book Voucher,543.351008,0.000000,664581.017475
Span margin blocked for NSE F&O,2019-07-18,NSE-F&O - Z,Delivery Voucher,64235.000000,0.000000,600346.017475
Exposure margin blocked for NSE F&O,2019-07-18,NSE-F&O - Z,Delivery Voucher,42648.890000,0.000000,557697.127475
DP Charges for 17/07/2019,2019-07-19,NSE-EQ - Z,Journal Entry,31.860000,0.000000,557665.267475
Span margin reversed for NSE F&O,2019-07-19,NSE-F&O - Z,Delivery Voucher,0.000000,64235.000000,621900.267475
Exposure margin reversed for NSE F&O,2019-07-19,NSE-F&O - Z,Delivery Voucher,0.000000,42648.890000,664549.157475
Span margin blocked for NSE F&O,2019-07-19,NSE-F&O - Z,Delivery Voucher,63258.000000,0.000000,601291.157475
Exposure margin blocked for NSE F&O,2019-07-19,NSE-F&O - Z,Delivery Voucher,42007.290000,0.000000,559283.867475
Settlement Obligation for CPSE ETF,2019-07-19,NSE-EQ - Z,Journal Entry,199999.000000,0.000000,359284.867475
Net obligation for NSE Equity F&O,2019-07-19,NSE-F&O - Z,Book Voucher,9075.000000,0.000000,350209.867475
Net settlement  for  NSE-Equity with settlement number: 2019137,2019-07-19,NSE-EQ - Z,Book Voucher,24242.692915,0.000000,325967.174560
MF purchase by ZH5597 on 1920076,2019-07-22,STARMF - Z,Book Voucher,50000.000000,0.000000,360305.257283
Span margin reversed for NSE F&O,2019-07-22,NSE-F&O - Z,Delivery Voucher,0.000000,63258.000000,377274.334027
Exposure margin reversed for NSE F&O,2019-07-22,NSE-F&O - Z,Delivery Voucher,0.000000,42007.290000,419281.624027
Net obligation for NSE Equity F&O,2019-07-22,NSE-F&O - Z,Book Voucher,8976.366744,0.000000,410305.257283
Net settlement  for  NSE-Equity with settlement number: 2019138,2019-07-22,NSE-EQ - Z,Book Voucher,11950.840533,0.000000,314016.334027
Payout of 300000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-07-22,2019-07-22,NSE-EQ - Z,Bank Payments,300000.000000,0.000000,60305.257283
MF Redemption for ZH5597 STT-NO: 1920076,2019-07-23,STARMF - Z,Book Voucher,0.000000,135659.000000,195964.257283
Net settlement  for  NSE-Equity with settlement number: 2019139,2019-07-23,NSE-EQ - Z,Book Voucher,134030.714706,0.000000,61933.542577
Net settlement  for  NSE-Equity with settlement number: 2019140,2019-07-24,NSE-EQ - Z,Book Voucher,11900.837066,0.000000,50032.705511
MF purchase by ZH5597 on 1920079,2019-07-25,STARMF - Z,Book Voucher,50000.000000,0.000000,32.705511
MF Redemption for ZH5597 STT-NO: 1920080,2019-07-29,STARMF - Z,Book Voucher,0.000000,135895.500000,135928.205511
Excess funds reversed for CPSE ETF,2019-07-29,NSE-EQ - Z,Journal Entry,0.000000,5.530000,135933.735511
Net settlement  for  NSE-Equity with settlement number: 2019143,2019-07-29,NSE-EQ - Z,Book Voucher,0.000000,187467.351389,323401.086900
Net settlement  for  NSE-Equity with settlement number: 2019144,2019-07-30,NSE-EQ - Z,Book Voucher,2763.203206,0.000000,320637.883694
MF Redemption for ZH5597 STT-NO: 1920082,2019-07-31,STARMF - Z,Book Voucher,0.000000,593965.050000,914602.933694
DP Charges for 29/07/2019,2019-07-31,NSE-EQ - Z,Journal Entry,15.930000,0.000000,914587.003694
Net settlement  for  NSE-Equity with settlement number: 2019145,2019-07-31,NSE-EQ - Z,Book Voucher,57745.412979,0.000000,856841.590715
Net settlement  for  NSE-Equity with settlement number: 2019146,2019-08-01,NSE-EQ - Z,Book Voucher,725503.776797,0.000000,131337.813918
Payout of 130000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-08-01,2019-08-01,NSE-EQ - Z,Bank Payments,130000.000000,0.000000,1337.813918
Net settlement  for  NSE-Equity with settlement number: 2019147,2019-08-02,NSE-EQ - Z,Book Voucher,1000.085251,0.000000,337.728667
Net obligation for NSE Equity F&O,2019-08-05,NSE-F&O - Z,Book Voucher,4537.651490,0.000000,-4199.922823
Net settlement  for  NSE-Equity with settlement number: 2019148,2019-08-05,NSE-EQ - Z,Book Voucher,0.000000,29998.084699,25798.161876
Net obligation for NSE Equity F&O,2019-08-06,NSE-F&O - Z,Book Voucher,0.000000,4096.838372,29895.000248
DP Charges for 05/08/2019,2019-08-07,NSE-EQ - Z,Journal Entry,9.440000,0.000000,29885.560248
Net settlement  for  NSE-Equity with settlement number: 2019150,2019-08-07,NSE-EQ - Z,Book Voucher,8809.622080,0.000000,21075.938168
Net settlement  for  NSE-Equity with settlement number: 2019151,2019-08-08,NSE-EQ - Z,Book Voucher,0.000000,220984.661839,242060.600007
Net settlement  for  NSE-Equity with settlement number: 2019152,2019-08-09,NSE-EQ - Z,Book Voucher,0.000000,68838.033055,310898.633062
DP Charges for 08/08/2019,2019-08-13,NSE-EQ - Z,Journal Entry,9.440000,0.000000,310889.193062
Net settlement  for  NSE-Equity with settlement number: 2019153,2019-08-13,NSE-EQ - Z,Book Voucher,21873.277081,0.000000,289015.915981
DP Charges for 09/08/2019,2019-08-14,NSE-EQ - Z,Journal Entry,9.440000,0.000000,289006.475981
Net settlement  for  NSE-Equity with settlement number: 2019154,2019-08-14,NSE-EQ - Z,Book Voucher,0.000000,186965.254796,475971.730777
Payout of 200000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-08-14,2019-08-14,NSE-EQ - Z,Bank Payments,200000.000000,0.000000,275971.730777
Net obligation for NSE Equity F&O,2019-08-16,NSE-F&O - Z,Book Voucher,19277.884859,0.000000,256693.845918
Net settlement  for  NSE-Equity with settlement number: 2019155,2019-08-16,NSE-EQ - Z,Book Voucher,5128.952007,0.000000,251564.893911
DP Charges for 14/08/2019,2019-08-19,NSE-EQ - Z,Journal Entry,9.440000,0.000000,251555.453911
Net settlement  for  NSE-Equity with settlement number: 2019156,2019-08-19,NSE-EQ - Z,Book Voucher,0.000000,150988.006447,402543.460358
Payout of 250000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-08-20,2019-08-20,NSE-EQ - Z,Bank Payments,250000.000000,0.000000,152543.460358
DP Charges for 19/08/2019,2019-08-21,NSE-EQ - Z,Journal Entry,9.440000,0.000000,152534.020358
Net obligation for NSE Equity F&O,2019-08-21,NSE-F&O - Z,Book Voucher,0.000000,20367.608296,172901.628654
Net settlement  for  NSE-Equity with settlement number: 2019158,2019-08-21,NSE-EQ - Z,Book Voucher,0.000000,85049.083737,257950.712391
DP Charges for 21/08/2019,2019-08-23,NSE-EQ - Z,Journal Entry,15.930000,0.000000,257934.782391
Net obligation for NSE Equity F&O,2019-08-26,NSE-F&O - Z,Book Voucher,0.000000,1500.426587,259435.208978
Payout of 250000.0/- to ICICI BANK 016901529995 A/C number as per withdrawal request made on 2019-08-27,2019-08-27,NSE-EQ - Z,Bank Payments,250000.000000,0.000000,9435.208978
Net settlement  for  NSE-Equity with settlement number: 2019165,2019-08-30,NSE-EQ - Z,Book Voucher,0.000000,22653.962008,32089.170986
Net settlement  for  NSE-Equity with settlement number: 2019166,2019-09-03,NSE-EQ - Z,Book Voucher,0.000000,33885.135595,65974.306581
